CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
f63879478df56e0dcbd976655a117bd188cc5369;Change Variable Type;Change Variable Type	finalImageSettableDrawable : SettableDrawable to finalImageSettableDrawable : ForwardingDrawable in method public testControlling_WithAllLayers() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
f63879478df56e0dcbd976655a117bd188cc5369;Change Variable Type;Change Variable Type	settableDrawable : SettableDrawable to settableDrawable : ForwardingDrawable in method public testControlling_WithCornerRadii() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
f63879478df56e0dcbd976655a117bd188cc5369;Change Return Type;Change Return Type	void to Drawable in method public setDrawable(newDrawable Drawable) : Drawable in class com.facebook.drawee.drawable.ForwardingDrawable
f63879478df56e0dcbd976655a117bd188cc5369;Pull Up Method;Pull Up Method	public setDrawable(newDrawable Drawable) : void from class com.facebook.drawee.drawable.SettableDrawable to public setDrawable(newDrawable Drawable) : Drawable from class com.facebook.drawee.drawable.ForwardingDrawable
f63879478df56e0dcbd976655a117bd188cc5369;Pull Up Method;Pull Up Method	public getDrawable() : Drawable from class com.facebook.drawee.drawable.SettableDrawable to public getDrawable() : Drawable from class com.facebook.drawee.drawable.ForwardingDrawable
ce9fc62968353a58a53ee96e60d6b26316f18d6d;Extract Method;Extract Method	protected onTransformChanged() : void extracted from public onGestureUpdate(detector TransformGestureDetector) : void in class com.facebook.samples.zoomable.DefaultZoomableController
ce9fc62968353a58a53ee96e60d6b26316f18d6d;Extract Method;Extract Method	public getPlainBounds(outBounds RectF) : void extracted from private updateZoomableControllerBounds() : void in class com.facebook.samples.zoomable.ZoomableDraweeView
0f73e6fb9d4f5d2a337a6a8081c5db0cf815387d;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
f93a3b6f688d3486de7806f7edd4928477758e9b;Extract Method;Extract Method	private getSubdirectoryPath(resourceId String) : String extracted from private getSubdirectory(resourceId String) : File in class com.facebook.cache.disk.DefaultDiskStorage
f93a3b6f688d3486de7806f7edd4928477758e9b;Extract Method;Extract Method	public getFilename(resourceId String) : String extracted from package getContentFileFor(resourceId String) : File in class com.facebook.cache.disk.DefaultDiskStorage
f93a3b6f688d3486de7806f7edd4928477758e9b;Change Variable Type;Change Variable Type	parent : File to path : String in method public getFilename(resourceId String) : String in class com.facebook.cache.disk.DefaultDiskStorage
f93a3b6f688d3486de7806f7edd4928477758e9b;Rename Variable;Rename Variable	parent : File to path : String in method public getFilename(resourceId String) : String in class com.facebook.cache.disk.DefaultDiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Rename Parameter;Rename Parameter	resource : BinaryResource to fileBinaryResource : FileBinaryResource in method public updateResource(resourceId String, fileBinaryResource FileBinaryResource, callback WriterCallback, debugInfo Object) : void in class com.facebook.cache.disk.DefaultDiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	resource : BinaryResource to fileBinaryResource : FileBinaryResource in method public updateResource(resourceId String, fileBinaryResource FileBinaryResource, callback WriterCallback, debugInfo Object) : void in class com.facebook.cache.disk.DefaultDiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Rename Parameter;Rename Parameter	temporary : BinaryResource to tempFileResource : FileBinaryResource in method public commit(resourceId String, tempFileResource FileBinaryResource, debugInfo Object) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	temporary : BinaryResource to tempFileResource : FileBinaryResource in method public commit(resourceId String, tempFileResource FileBinaryResource, debugInfo Object) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Change Return Type;Change Return Type	BinaryResource to FileBinaryResource in method public getResource(resourceId String, debugInfo Object) : FileBinaryResource in class com.facebook.cache.disk.DiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Change Return Type;Change Return Type	BinaryResource to FileBinaryResource in method public createTemporary(resourceId String, debugInfo Object) : FileBinaryResource in class com.facebook.cache.disk.DiskStorage
2858b0b30a24b4ac9671d0b035171350658bb166;Change Return Type;Change Return Type	BinaryResource to FileBinaryResource in method public getResource() : FileBinaryResource in class com.facebook.cache.disk.DiskStorage.Entry
2858b0b30a24b4ac9671d0b035171350658bb166;Change Return Type;Change Return Type	BinaryResource to FileBinaryResource in method private createTemporaryResource(resourceId String, key CacheKey) : FileBinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Rename Parameter;Rename Parameter	temporaryResource : BinaryResource to fileResource : FileBinaryResource in method private deleteTemporaryResource(fileResource FileBinaryResource) : void in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	temporaryResource : BinaryResource to fileResource : FileBinaryResource in method private deleteTemporaryResource(fileResource FileBinaryResource) : void in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Return Type;Change Return Type	BinaryResource to FileBinaryResource in method private commitResource(resourceId String, key CacheKey, temporary FileBinaryResource) : FileBinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	temporary : BinaryResource to temporary : FileBinaryResource in method private commitResource(resourceId String, key CacheKey, temporary FileBinaryResource) : FileBinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	resource : BinaryResource to resource : FileBinaryResource in method public getResource(key CacheKey) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	temporary : BinaryResource to temporary : FileBinaryResource in method public insert(key CacheKey, callback WriterCallback) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	resource : BinaryResource to resource : FileBinaryResource in method private commitResource(resourceId String, key CacheKey, temporary FileBinaryResource) : FileBinaryResource in class com.facebook.cache.disk.DiskStorageCache
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	resource : BinaryResource to resource : FileBinaryResource in method private writeToResource(storage DiskStorage, resourceId String, resource FileBinaryResource, content byte[]) : void in class com.facebook.cache.disk.DefaultDiskStorageTest
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	temporary : BinaryResource to temporary : FileBinaryResource in method public testDirectoryIsNotNuked() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	temporary : BinaryResource to temporary : FileBinaryResource in method private writeToStorage(storage DiskStorage, resourceId String, value byte[]) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorageTest
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	resource : BinaryResource to resource : FileBinaryResource in method private writeToStorage(storage DiskStorage, resourceId String, value byte[]) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorageTest
2858b0b30a24b4ac9671d0b035171350658bb166;Change Variable Type;Change Variable Type	temporary : BinaryResource to temporary : FileBinaryResource in method private write(storage DiskStorage, resourceId String, content byte[]) : File in class com.facebook.cache.disk.DefaultDiskStorageTest
2858b0b30a24b4ac9671d0b035171350658bb166;Change Parameter Type;Change Parameter Type	resource : BinaryResource to resource : FileBinaryResource in method public updateResource(resourceId String, resource FileBinaryResource, callback WriterCallback, debugInfo Object) : void in class com.facebook.cache.disk.DiskStorage
bddf069dbf0429548b957ee69979d17d870f4905;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
0dfe593218458bb354c761a66b04ad5f12ba1a24;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
bca2e73cedb05f80c9444043c1a4e06dacb13064;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
39fdb6e3a01175d28c64f9eb94e82a0ec8cc3dff;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
7115d07388333f09b40b4b36535b6cdf28546fcb;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
e7f5a1a7cb62366d48ac1fe89ec1864441a00c35;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
a3db2c8395d09e3e3b3f042e569a6b6d361ed04e;Move And Rename Class;Move And Rename Class	com.facebook.imagepipeline.orchestrator.OrchestratorTest moved and renamed to com.facebook.imagepipeline.core.ImagePipelineTest
d8690acde639f439db888f3b3341a927165616de;Rename Attribute;Rename Attribute	mInverseTransform : Matrix to mInverseParentTransform : Matrix in class com.facebook.drawee.drawable.RoundedBitmapDrawable
d8690acde639f439db888f3b3341a927165616de;Rename Attribute;Rename Attribute	mLastTransform : Matrix to mPrevParentTransform : Matrix in class com.facebook.drawee.drawable.RoundedBitmapDrawable
d8690acde639f439db888f3b3341a927165616de;Rename Attribute;Rename Attribute	mLastRootBounds : RectF to mPrevRootBounds : RectF in class com.facebook.drawee.drawable.RoundedBitmapDrawable
f6bb0dc624eecccdf603ebcecdf20287b5ddea58;Move Source Folder;Move Source Folder	webpsupport to static-webp
fb0e64dbfda7c1701c5454c464ab9a5d4665531b;Rename Class;Rename Class	com.facebook.webpsupport.WebpBitmapFactory renamed to com.facebook.webpsupport.WebpBitmapFactoryImpl
786bd66581fdf781dfd1f5d3561b69ef6e93f683;Move Class;Move Class	com.facebook.imagepipeline.webp.WebpSupportStatus moved to com.facebook.common.webp.WebpSupportStatus
bd5f40441c90787f30d63481a428ee79f62b714a;Extract Variable;Extract Variable	shouldClose : boolean in method public onNewResult(dataSource DataSource<T>) : void from class com.facebook.datasource.BaseDataSubscriber
c3253ba2367fd3c956e2877a9aa528e66092836c;Rename Attribute;Rename Attribute	mExecutor : Executor to mThreadHandoffProducerQueue : ThreadHandoffProducerQueue in class com.facebook.imagepipeline.producers.ThreadHandoffProducer
c3253ba2367fd3c956e2877a9aa528e66092836c;Change Attribute Type;Change Attribute Type	mExecutor : Executor to mThreadHandoffProducerQueue : ThreadHandoffProducerQueue in class com.facebook.imagepipeline.producers.ThreadHandoffProducer
c3253ba2367fd3c956e2877a9aa528e66092836c;Extract Class;Extract Class	com.facebook.imagepipeline.producers.ThreadHandoffProducerQueue from class com.facebook.imagepipeline.producers.ThreadHandoffProducer
c3253ba2367fd3c956e2877a9aa528e66092836c;Move Attribute;Move Attribute	private mExecutor : Executor from class com.facebook.imagepipeline.producers.ThreadHandoffProducer to private mExecutor : Executor from class com.facebook.imagepipeline.producers.ThreadHandoffProducerQueue
b1f83c9d9d441da96b637a3c55e04348a12ee49e;Move Attribute;Move Attribute	private MAX_BITMAP_SIZE : float from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer to public MAX_BITMAP_SIZE : float from class com.facebook.imageutils.BitmapUtil
2d903353530d11525780012833197de0047a5e1e;Extract Variable;Extract Variable	inputStream : InputStream in method protected getEncodedImage(imageRequest ImageRequest) : EncodedImage from class com.facebook.imagepipeline.producers.LocalContentUriFetchProducer
2428410ae2c5431160bf4fe0383ae316d9834146;Rename Parameter;Rename Parameter	pathname : String to inputStream : InputStream in method protected getEncodedImage(inputStream InputStream, length int) : EncodedImage in class com.facebook.imagepipeline.producers.LocalFetchProducer
2428410ae2c5431160bf4fe0383ae316d9834146;Change Parameter Type;Change Parameter Type	pathname : String to inputStream : InputStream in method protected getEncodedImage(inputStream InputStream, length int) : EncodedImage in class com.facebook.imagepipeline.producers.LocalFetchProducer
2a7e863897435dc6667377f684f80ca4a325d5d9;Rename Parameter;Rename Parameter	path : String to uri : Uri in method package getExifInterface(uri Uri) : ExifInterface in class com.facebook.imagepipeline.producers.LocalExifThumbnailProducerTest.TestLocalExifThumbnailProducer
2a7e863897435dc6667377f684f80ca4a325d5d9;Change Parameter Type;Change Parameter Type	path : String to uri : Uri in method package getExifInterface(uri Uri) : ExifInterface in class com.facebook.imagepipeline.producers.LocalExifThumbnailProducerTest.TestLocalExifThumbnailProducer
be03b15a618cbcaa8e3018e3a9004c636569331f;Rename Attribute;Rename Attribute	mApproxBytesToHoldAllFrames : int to mApproxKiloBytesToHoldAllFrames : double in class com.facebook.imagepipeline.animated.impl.AnimatedDrawableCachingBackendImpl
be03b15a618cbcaa8e3018e3a9004c636569331f;Change Attribute Type;Change Attribute Type	mApproxBytesToHoldAllFrames : int to mApproxKiloBytesToHoldAllFrames : double in class com.facebook.imagepipeline.animated.impl.AnimatedDrawableCachingBackendImpl
be03b15a618cbcaa8e3018e3a9004c636569331f;Rename Attribute;Rename Attribute	mMaximumBytes : int to mMaximumKiloBytes : double in class com.facebook.imagepipeline.animated.impl.AnimatedDrawableCachingBackendImpl
be03b15a618cbcaa8e3018e3a9004c636569331f;Change Attribute Type;Change Attribute Type	mMaximumBytes : int to mMaximumKiloBytes : double in class com.facebook.imagepipeline.animated.impl.AnimatedDrawableCachingBackendImpl
be03b15a618cbcaa8e3018e3a9004c636569331f;Rename Parameter;Rename Parameter	bytes : int to kiloBytes : int in method public appendMemoryString(sb StringBuilder, kiloBytes int) : void in class com.facebook.imagepipeline.animated.util.AnimatedDrawableUtil
be03b15a618cbcaa8e3018e3a9004c636569331f;Parameterize Variable;Parameterize Variable	kbUsed : int to kiloBytes : int in method public appendMemoryString(sb StringBuilder, kiloBytes int) : void in class com.facebook.imagepipeline.animated.util.AnimatedDrawableUtil
20637f9119e289bc00cf79cf4342e3d26a6f60e8;Move Source Folder;Move Source Folder	webpsupport/src/main/androidTest to webpsupport/src/androidTest/java
